Batch_ID,Region,Distributor_ID,Drug_Category,Distributor_Credibility_Score,Active_Ingredient_Pct,Storage_Temp_Deviation,Packaging_Discrepancy_Flag,Unit_Price_Discount_Pct,Is_Counterfeit
B100385,West,D21,Analgesic,0.86,100.1,0.3,0,5.2,0
B100386,South,D09,Antibiotic,0.22,103.0,4.4,0,21.5,0
B100387,East,D04,Analgesic,0.83,99.5,0.8,0,9.2,0
B100388,Central,D15,Cardiac,0.75,103.3,0.2,0,4.0,0
B100389,West,D03,Vaccine,0.74,99.9,6.4,0,0.6,0
B100390,South,D09,Antidiabetic,0.3,80.4,11.6,0,30.3,1
B100391,South,D23,Vaccine,0.79,99.2,0.2,0,0.0,0
B100392,North-East,D24,Antibiotic,0.3,100.4,3.9,0,2.4,0
B100393,North-East,D19,Antidiabetic,0.14,,10.7,0,2.4,0
B100394,North,D07,Cardiac,0.76,96.5,0.4,0,,0
B100395,West,D17,Vaccine,0.71,85.4,1.2,0,10.5,0
B100396,West,D17,Cardiac,0.73,97.3,2.7,0,8.5,0
B100397,South,D09,Analgesic,0.23,104.3,20.0,0,6.6,1
B100398,Central,D15,Vaccine,0.76,98.3,,0,0.0,0
B100399,North,D01,Cardiac,0.77,93.8,13.4,0,21.0,0
B100400,East,D05,Cardiac,0.44,102.3,0.2,0,9.9,0
B100401,North-East,D12,Vaccine,0.62,101.2,1.9,0,12.0,0
B100402,East,D04,Analgesic,0.83,97.2,5.2,0,3.3,0
B100403,East,D04,Vaccine,0.9,62.5,2.1,1,23.5,1
B100404,East,D20,Antibiotic,0.9,97.0,0.5,0,16.2,0
B100405,North-East,D24,Antidiabetic,0.26,99.7,0.6,0,0.0,0
B100406,Central,D13,Analgesic,0.79,101.4,1.2,0,13.3,0
B100407,West,D21,Analgesic,0.86,102.2,3.9,1,6.3,0
B100408,North-East,D24,Analgesic,0.28,97.2,1.6,1,29.4,1
B100409,East,D04,Analgesic,0.81,102.8,0.4,0,19.7,0
B100410,West,D11,Vaccine,0.74,100.6,2.0,0,4.7,0
B100411,North,D10,Antidiabetic,0.9,87.9,5.9,0,,0
B100412,Central,D02,Analgesic,0.68,91.0,0.0,0,0.4,1
B100413,North,D18,Cardiac,0.75,102.0,4.8,0,8.1,0
B100414,North,D10,Analgesic,0.91,98.8,0.4,0,19.5,0
B100415,West,D11,Vaccine,0.76,100.8,4.9,0,5.3,0
B100416,East,D04,Antibiotic,0.89,99.4,2.7,0,18.8,0
B100417,East,D04,Vaccine,0.87,95.6,1.5,1,0.0,0
B100418,East,D22,Antibiotic,0.77,101.0,0.1,0,4.5,0
B100419,North,D01,Cardiac,0.68,97.2,2.6,0,15.3,0
B100420,North-East,D06,Antidiabetic,0.64,100.7,1.0,0,14.6,0
B100421,North,D07,Vaccine,0.85,96.6,0.6,0,0.0,0
B100422,North-East,D12,Vaccine,0.72,98.4,10.0,0,2.1,0
B100423,Central,D14,Cardiac,0.39,75.5,0.7,1,11.3,1
B100424,North-East,D12,Antibiotic,0.74,102.6,0.8,0,3.4,0
B100425,Central,D02,Antidiabetic,0.72,98.8,,0,16.2,0
B100426,North-East,D06,Vaccine,0.55,97.6,,0,8.1,0
B100427,West,D21,Antibiotic,0.82,100.8,2.5,1,0.0,0
B100428,Central,D15,Antibiotic,0.77,99.5,,0,,0
B100429,Central,D16,Antidiabetic,0.22,101.7,1.7,0,11.6,0
B100430,Central,D16,Antibiotic,0.17,89.5,0.8,0,0.0,0
B100431,North,D18,Cardiac,0.85,,0.1,0,1.8,0
B100432,Central,D02,Antibiotic,0.75,105.4,2.5,0,3.0,0
B100433,South,D09,Antibiotic,0.21,99.5,5.5,0,17.6,0
B100434,Central,D13,Antidiabetic,0.83,100.4,4.9,0,7.4,0
B100435,Central,D08,Antibiotic,0.78,77.6,4.6,1,28.1,1
B100436,West,D21,Antibiotic,0.82,98.1,2.3,0,0.0,0
B100437,North-East,D12,Analgesic,0.58,101.0,5.0,0,13.0,0
B100438,North-East,D19,Antidiabetic,0.15,99.3,1.2,0,5.1,0
B100439,West,D21,Vaccine,0.8,101.4,8.3,0,0.0,0
B100440,North-East,D12,Antibiotic,0.75,100.9,,0,5.4,0
B100441,East,D22,Antidiabetic,0.68,97.1,0.6,0,14.9,0
B100442,Central,D14,Cardiac,0.45,102.2,0.7,0,23.2,0
B100443,West,D21,Antidiabetic,0.79,97.3,4.2,0,7.6,0
B100444,Central,D08,Cardiac,0.7,98.3,1.1,0,11.4,0
B100445,North-East,D12,Cardiac,0.63,100.5,,0,7.3,0
B100446,Central,D13,Vaccine,0.98,103.4,9.9,0,9.5,0
B100447,West,D03,Vaccine,0.7,93.8,,0,2.5,1
B100448,North,D10,Cardiac,0.79,100.3,3.7,0,18.1,0
B100449,East,D22,Cardiac,0.66,100.3,4.5,0,4.8,0
B100450,Central,D15,Antidiabetic,0.61,101.4,4.1,0,0.3,0
B100451,East,D04,Analgesic,0.82,102.6,1.7,0,2.6,0
B100452,Central,D08,Vaccine,0.72,99.1,3.8,0,12.7,0
B100453,East,D05,Analgesic,0.51,102.2,2.7,0,3.1,0
B100454,North,D01,Analgesic,0.56,102.9,5.4,0,18.6,0
B100455,South,D23,Analgesic,0.8,103.9,1.0,0,12.5,0
B100456,West,D11,Cardiac,0.82,101.1,6.9,0,14.0,0
B100457,North,D07,Analgesic,0.88,100.3,4.2,0,5.1,0
B100458,Central,D14,Antibiotic,0.35,99.0,0.5,0,3.6,0
B100459,North,D01,Analgesic,0.65,96.8,4.9,0,8.2,0
B100460,North,D07,Analgesic,0.73,99.4,12.9,0,0.0,0
B100461,West,D17,Antidiabetic,0.78,100.2,1.4,0,11.3,0
B100462,Central,D15,Analgesic,0.64,99.8,1.3,0,14.4,0
B100463,North-East,D24,Analgesic,0.39,101.3,3.8,0,3.2,0
B100464,Central,D15,Analgesic,0.72,87.6,5.3,0,12.8,0
B100465,West,D11,Analgesic,0.75,99.6,,0,9.8,0
B100466,North,D18,Antibiotic,0.9,104.4,,0,15.8,0
B100467,East,D22,Antidiabetic,0.77,102.2,0.2,0,19.5,0
B100468,North,D18,Antidiabetic,0.83,101.4,2.9,0,13.5,0
B100469,South,D23,Analgesic,0.76,100.9,1.8,0,7.6,0
B100470,North-East,D19,Analgesic,0.02,104.3,8.9,1,18.2,1
B100471,West,D21,Antibiotic,0.79,96.1,1.5,0,8.3,0
B100472,West,D03,Analgesic,0.82,101.0,2.7,0,6.1,0
B100473,North,D18,Analgesic,0.84,94.6,5.5,0,3.7,0
B100474,West,D11,Cardiac,0.77,99.3,0.7,0,8.7,0
B100475,Central,D13,Antibiotic,0.81,100.0,2.6,0,15.0,0
B100476,Central,D16,Cardiac,0.24,83.5,17.2,1,16.2,1
B100477,South,D23,Vaccine,0.72,104.8,1.3,0,0.0,0
B100478,North-East,D24,Cardiac,0.2,104.0,5.2,0,0.0,0
B100479,North,D07,Analgesic,0.75,102.3,5.4,0,15.2,0
B100480,North,D18,Antibiotic,0.92,98.0,1.0,0,10.8,0
B100481,North,D18,Analgesic,0.92,104.2,0.3,0,18.3,0
B100482,Central,D08,Cardiac,0.73,101.4,0.7,0,4.4,0
B100483,West,D03,Analgesic,0.65,97.9,0.0,0,0.0,0
B100484,North,D01,Antibiotic,0.6,100.1,7.1,0,18.9,0
B100485,North-East,D19,Analgesic,0.11,95.3,6.0,1,10.5,1
B100486,North-East,D12,Vaccine,0.67,86.1,0.1,0,,0
B100487,North-East,D24,Analgesic,0.34,100.3,6.3,0,0.0,0
B100488,West,D11,Analgesic,0.81,100.7,2.9,0,9.3,0
B100489,North-East,D24,Antibiotic,0.28,97.6,0.0,0,6.9,0
B100490,North,D10,Analgesic,0.87,99.4,3.2,0,0.0,0
B100491,East,D20,Cardiac,0.89,97.7,0.2,0,21.2,0
B100492,Central,D02,Cardiac,0.77,104.9,0.9,0,9.8,1
B100493,Central,D13,Antibiotic,0.84,98.0,1.5,0,1.5,0
B100494,East,D20,Vaccine,0.96,100.6,2.5,0,3.4,0
B100495,East,D22,Analgesic,0.79,96.9,4.2,0,0.0,0
B100496,East,D20,Antibiotic,0.93,97.5,2.5,0,5.7,0
B100497,North,D01,Analgesic,0.74,71.1,2.5,1,54.0,1
B100498,South,D09,Antibiotic,0.15,99.4,4.6,0,14.9,0
B100499,Central,D02,Antibiotic,0.68,100.4,2.9,0,10.2,0
B100500,West,D03,Cardiac,0.67,100.8,3.2,0,0.0,0
B100501,West,D17,Vaccine,0.69,96.1,2.3,0,,0
B100502,West,D17,Cardiac,0.75,99.6,1.6,0,23.1,0
B100503,North-East,D19,Antibiotic,0.08,98.3,2.6,0,1.6,0
B100504,West,D21,Analgesic,0.91,101.2,1.7,0,13.8,0
B100505,North,D18,Vaccine,0.81,99.4,6.5,0,3.2,0
B100506,East,D20,Cardiac,0.99,99.8,0.0,0,1.0,0
B100507,Central,D02,Cardiac,0.76,98.4,2.9,0,4.2,0
B100508,North-East,D06,Vaccine,0.56,103.8,0.6,0,18.3,0
B100509,Central,D15,Analgesic,0.73,97.2,0.1,0,0.0,0
B100510,West,D21,Antibiotic,0.87,99.1,1.1,0,12.6,0
B100511,North,D01,Analgesic,0.77,60.4,11.4,1,27.7,1
B100512,North-East,D12,Antibiotic,0.65,99.4,1.2,0,4.1,0
B100513,West,D17,Analgesic,0.68,98.3,22.5,0,15.0,0
B100514,North,D01,Antibiotic,0.59,96.0,3.6,0,13.9,0
B100515,North,D10,Antidiabetic,0.82,98.5,3.4,0,2.4,0
B100516,East,D22,Analgesic,0.63,97.9,0.2,0,1.4,0
B100517,Central,D16,Analgesic,0.3,103.7,3.1,0,6.9,0
B100518,North-East,D06,Vaccine,0.63,105.0,6.2,0,8.8,0
B100519,West,D21,Vaccine,0.79,99.9,1.1,0,5.4,0
B100520,Central,D08,Antibiotic,0.69,96.9,0.3,0,12.0,0
B100521,West,D21,Antidiabetic,0.89,101.6,3.0,0,2.6,0
B100522,North,D07,Cardiac,0.71,97.8,0.7,0,1.6,0
B100523,Central,D14,Antibiotic,0.4,98.8,0.6,0,8.0,0
B100524,North,D10,Cardiac,0.79,,4.7,1,27.6,1
B100525,North,D07,Analgesic,0.79,98.9,3.5,0,17.2,0
B100526,East,D22,Antibiotic,0.81,99.2,1.7,0,11.2,0
B100527,East,D05,Analgesic,0.59,97.1,,0,13.0,0
B100528,Central,D02,Antibiotic,0.8,98.5,1.8,0,5.6,0
B100529,Central,D08,Antibiotic,0.76,102.2,0.2,0,5.6,0
B100530,West,D17,Cardiac,0.84,99.9,2.1,0,3.6,0
B100531,East,D20,Vaccine,0.89,100.3,0.9,0,9.3,0
B100532,North-East,D24,Antidiabetic,0.18,95.1,5.4,0,9.0,0
B100533,North,D07,Cardiac,0.74,102.1,3.7,0,8.7,0
B100534,North,D10,Cardiac,0.79,98.5,4.2,0,6.6,0
B100535,East,D04,Analgesic,0.81,,0.9,0,7.7,0
B100536,Central,D14,Antidiabetic,0.4,100.3,3.6,0,19.6,0
B100537,North-East,D24,Vaccine,0.26,98.8,2.0,0,9.9,0
B100538,West,D17,Analgesic,0.81,96.0,2.1,0,12.1,0
B100539,Central,D14,Analgesic,0.56,104.8,11.0,0,11.3,0
B100540,North,D10,Antidiabetic,0.73,101.8,,0,6.8,0
B100541,East,D22,Antibiotic,0.69,101.9,,0,11.8,0
B100542,North-East,D12,Analgesic,0.61,104.0,5.0,0,8.1,0
B100543,West,D03,Cardiac,0.74,100.5,8.2,0,0.0,0
B100544,South,D09,Vaccine,0.23,85.3,5.4,0,36.3,1
B100545,Central,D02,Antidiabetic,0.7,98.9,0.5,0,22.0,0
B100546,East,D05,Vaccine,0.57,101.6,1.7,0,16.2,0
B100547,North,D01,Antibiotic,0.75,98.6,0.2,0,5.9,0
B100548,West,D11,Analgesic,0.75,98.9,1.1,0,12.7,0
B100549,Central,D15,Analgesic,0.67,100.2,4.9,0,9.5,0
B100550,Central,D08,Antibiotic,0.77,97.2,2.2,1,20.2,0
B100551,North,D10,Antibiotic,0.82,100.7,0.8,0,7.1,0
B100552,South,D23,Antibiotic,0.79,99.3,5.0,0,9.6,0
B100553,North,D18,Cardiac,0.77,95.6,11.2,1,2.4,0
B100554,Central,D13,Antidiabetic,0.93,99.0,0.3,0,7.1,0
B100555,North,D07,Analgesic,0.8,99.2,0.9,0,,0
B100556,East,D22,Antibiotic,0.83,101.9,2.3,0,9.8,0
B100557,North-East,D06,Analgesic,0.67,100.6,6.2,0,15.0,0
B100558,Central,D08,Antidiabetic,0.79,,0.1,0,19.8,0
B100559,East,D22,Cardiac,0.74,101.1,2.6,0,11.4,0
B100560,Central,D13,Vaccine,0.93,98.8,0.6,0,5.4,0
B100561,North,D18,Antibiotic,0.83,99.9,0.1,0,2.2,0
B100562,Central,D14,Antidiabetic,0.62,99.2,,0,4.7,0
B100563,Central,D16,Antidiabetic,0.21,101.1,4.4,0,0.0,0
B100564,North,D07,Antibiotic,0.82,100.1,3.3,0,6.2,0
B100565,North-East,D06,Cardiac,0.61,98.6,1.3,0,0.0,0
B100566,Central,D08,Antibiotic,0.75,100.0,0.1,0,,0
B100567,East,D04,Antibiotic,0.83,101.0,3.3,0,6.6,0
B100568,West,D21,Cardiac,0.85,97.8,3.5,0,10.3,0
B100569,North,D07,Analgesic,0.81,100.7,0.3,0,0.0,0
B100570,Central,D13,Analgesic,0.94,,2.3,0,5.6,0
B100571,East,D20,Antidiabetic,0.95,102.4,5.0,0,12.8,0
B100572,North-East,D19,Cardiac,0.07,101.2,10.8,0,17.8,0
B100573,West,D11,Antibiotic,0.74,103.6,2.3,0,7.5,0
B100574,West,D11,Analgesic,0.68,97.5,2.0,0,23.4,0
B100575,North-East,D24,Cardiac,0.39,102.5,,0,12.9,0
B100576,West,D17,Analgesic,0.74,102.1,3.7,0,8.4,0
B100577,East,D20,Antidiabetic,0.99,99.6,3.7,0,16.7,0
B100578,East,D22,Cardiac,0.79,99.2,,0,4.5,0
B100579,North-East,D19,Antibiotic,0.12,80.8,5.3,0,18.5,1
B100580,East,D05,Antibiotic,0.52,97.0,10.7,0,14.5,1
B100581,Central,D13,Cardiac,0.83,98.3,,0,11.7,0
B100582,West,D03,Antidiabetic,0.63,97.2,4.1,0,15.3,0
B100583,Central,D16,Antibiotic,0.29,101.5,25.4,1,22.3,1
B100584,South,D23,Antibiotic,0.81,96.7,5.8,0,22.1,0
B100585,North-East,D12,Cardiac,0.73,100.3,,0,0.0,0
B100586,North,D10,Antibiotic,0.92,101.0,2.0,0,5.5,0
B100587,North,D01,Antibiotic,0.67,100.8,6.6,0,6.0,0
B100588,South,D23,Antidiabetic,0.83,101.0,2.8,0,16.2,0
B100589,West,D03,Cardiac,0.69,102.1,1.5,0,10.6,0
B100590,North,D01,Antidiabetic,0.63,99.0,1.2,0,16.2,0
B100591,North-East,D06,Cardiac,0.58,100.2,4.8,0,10.0,0
B100592,Central,D02,Vaccine,0.78,99.4,1.5,0,7.9,0
B100593,West,D11,Antidiabetic,0.72,102.9,1.7,0,12.8,0
B100594,North-East,D12,Vaccine,0.64,104.6,8.7,0,,0
B100595,North,D07,Vaccine,0.77,97.4,2.0,0,10.7,0
B100596,Central,D02,Antidiabetic,0.87,95.5,1.5,0,,0
B100597,West,D03,Cardiac,0.58,101.3,2.5,0,11.0,0
B100598,South,D09,Antidiabetic,0.27,98.8,7.7,0,23.7,1
B100599,Central,D02,Antibiotic,0.72,104.3,0.4,0,8.4,0
B100600,West,D17,Antidiabetic,0.74,101.6,0.2,0,9.2,0
B100601,East,D05,Analgesic,0.51,103.1,,0,1.0,1
B100602,North,D07,Cardiac,0.82,103.7,2.6,0,14.9,0
B100603,North,D10,Antidiabetic,0.88,103.2,0.1,0,20.0,0
B100604,North,D10,Vaccine,0.85,101.9,14.4,0,0.0,0
B100605,North,D01,Cardiac,0.76,97.2,5.7,0,12.5,0
B100606,West,D03,Analgesic,0.77,76.2,6.0,1,36.3,0
B100607,West,D21,Cardiac,0.88,100.7,0.9,0,6.7,0
B100608,North,D01,Antidiabetic,0.66,99.8,2.1,0,12.4,0
B100609,North-East,D12,Cardiac,0.69,99.9,2.3,0,7.8,0
B100610,North-East,D12,Antibiotic,0.69,103.4,1.4,0,10.7,0
B100611,Central,D08,Antibiotic,0.71,98.3,0.9,0,5.5,0
B100612,North,D10,Antidiabetic,0.74,101.8,4.7,0,18.5,0
B100613,North-East,D19,Antidiabetic,0.02,69.2,0.1,0,48.9,1
B100614,West,D21,Antidiabetic,0.83,98.1,5.3,0,2.7,0
B100615,North-East,D06,Antibiotic,0.61,97.6,1.1,0,10.4,0
B100616,Central,D08,Vaccine,0.69,96.3,4.5,0,2.2,0
B100617,North-East,D06,Cardiac,0.66,101.1,10.0,0,9.6,0
B100618,West,D11,Cardiac,0.76,99.9,1.0,0,19.5,0
B100619,West,D17,Antibiotic,0.86,98.2,2.4,0,7.7,0
B100620,North-East,D06,Analgesic,0.62,95.9,1.7,0,0.0,0
B100621,Central,D08,Antibiotic,0.69,101.0,3.4,0,5.1,0
B100622,South,D23,Analgesic,0.83,99.6,1.6,0,13.7,0
B100623,Central,D02,Antibiotic,0.78,98.4,2.4,0,8.7,0
B100624,West,D11,Antibiotic,0.72,97.9,0.6,0,12.9,0
B100625,West,D17,Antibiotic,0.69,99.5,0.4,0,3.6,1
B100626,East,D04,Antidiabetic,0.86,101.0,4.9,0,5.1,0
B100627,Central,D02,Cardiac,0.68,99.3,1.5,0,12.4,0
B100628,East,D04,Antidiabetic,0.92,97.4,5.2,0,19.3,0
B100629,East,D22,Analgesic,0.74,99.9,1.5,0,5.3,0
B100630,North,D01,Analgesic,0.8,102.3,1.0,0,8.3,0
B100631,East,D05,Vaccine,0.4,93.1,2.2,0,29.4,1
B100632,North,D01,Analgesic,0.7,100.2,0.1,0,,0
B100633,West,D03,Vaccine,0.78,99.3,4.7,0,12.5,0
B100634,Central,D15,Cardiac,0.66,98.0,0.9,0,2.8,0
B100635,North-East,D06,Cardiac,0.58,98.0,0.2,0,8.0,0
B100636,Central,D13,Antidiabetic,0.85,96.3,0.6,0,3.7,0
B100637,Central,D14,Antibiotic,0.42,102.6,0.9,0,0.0,0
B100638,West,D21,Analgesic,0.84,101.0,1.2,0,1.8,0
B100639,North,D01,Antibiotic,0.62,100.2,2.0,0,11.1,0
B100640,West,D21,Antibiotic,0.82,100.7,0.7,0,11.9,0
B100641,Central,D15,Cardiac,0.75,100.7,0.8,1,13.4,0
B100642,East,D04,Analgesic,0.84,98.4,5.5,1,11.6,0
B100643,North-East,D19,Cardiac,0.04,94.4,3.1,0,7.4,1
B100644,West,D21,Antibiotic,0.89,99.0,0.0,0,0.0,0
B100645,North-East,D06,Antidiabetic,0.64,105.5,1.2,0,0.0,0
B100646,East,D22,Antidiabetic,0.71,83.7,13.9,0,13.4,1
B100647,West,D11,Analgesic,0.68,100.4,3.5,0,2.1,0
B100648,Central,D15,Antidiabetic,0.66,103.0,0.5,0,7.5,0
B100649,North-East,D24,Antibiotic,0.32,102.7,6.4,1,8.4,0
B100650,Central,D08,Cardiac,0.78,97.0,3.3,1,0.0,0
B100651,East,D20,Antidiabetic,0.98,99.5,0.8,0,10.3,0
B100652,Central,D08,Cardiac,0.74,,10.0,0,18.7,0
B100653,East,D20,Cardiac,0.87,101.3,0.2,0,7.9,0
B100654,Central,D15,Analgesic,0.77,99.5,1.5,0,6.1,0
B100655,East,D05,Cardiac,0.49,99.8,2.9,0,0.0,0
B100656,North,D10,Cardiac,0.85,99.0,2.7,0,6.1,0
B100657,North,D07,Antibiotic,0.69,,0.3,0,11.8,0
B100658,Central,D02,Antibiotic,0.71,96.8,0.2,0,8.0,0
B100659,North,D01,Cardiac,0.76,99.1,0.9,0,4.9,0
B100660,Central,D08,Analgesic,0.72,95.9,3.3,1,15.0,0
B100661,North,D01,Analgesic,0.75,87.2,29.9,1,17.4,1
B100662,East,D04,Antidiabetic,0.71,100.7,1.5,1,,0
B100663,North,D18,Cardiac,0.77,100.7,0.7,0,9.0,0
B100664,West,D17,Vaccine,0.77,99.3,2.0,0,17.1,0
B100665,North,D18,Analgesic,0.91,102.5,21.6,0,6.9,0
B100666,North,D07,Analgesic,0.71,103.0,0.2,0,1.8,0
B100667,East,D22,Cardiac,0.81,99.8,1.2,0,11.8,0
B100668,Central,D14,Analgesic,0.52,100.6,6.4,0,5.7,0
B100669,West,D03,Analgesic,0.65,99.0,8.3,0,11.9,0
B100670,East,D04,Cardiac,0.83,101.4,2.7,0,0.0,0
B100671,West,D17,Cardiac,0.78,97.4,0.3,0,8.3,0
B100672,East,D04,Cardiac,0.76,85.1,8.5,0,34.8,1
B100673,North-East,D12,Antibiotic,0.63,102.5,2.2,0,1.3,0
B100674,North-East,D24,Cardiac,0.37,93.6,4.9,0,0.0,0
B100675,North,D01,Analgesic,0.73,,7.1,0,6.0,0
B100676,North,D01,Antibiotic,0.69,100.9,0.5,0,0.5,0
B100677,North-East,D24,Cardiac,0.3,99.3,5.0,0,0.0,0
B100678,Central,D14,Cardiac,0.5,101.2,0.9,0,0.0,0
B100679,West,D03,Analgesic,0.74,99.2,6.4,0,0.0,0
B100680,East,D22,Cardiac,0.74,103.4,0.4,0,,0
B100681,West,D21,Vaccine,0.92,100.0,1.7,0,0.0,0
B100682,Central,D13,Antibiotic,0.95,105.3,1.1,0,8.0,0
B100683,Central,D15,Vaccine,0.76,101.3,0.0,0,1.3,0
B100684,North,D07,Analgesic,0.73,97.0,3.5,0,13.5,0
B100685,Central,D02,Cardiac,0.68,104.6,0.1,0,10.6,0
B100686,Central,D14,Cardiac,0.44,102.4,0.7,0,5.9,0
B100687,North,D07,Cardiac,0.78,100.8,1.3,0,9.0,0
B100688,Central,D16,Antibiotic,0.08,101.4,4.8,0,12.0,0
B100689,East,D20,Vaccine,0.96,97.4,3.8,0,8.4,0
B100690,North,D01,Antibiotic,0.77,96.0,1.5,0,9.0,0
B100691,Central,D14,Cardiac,0.5,99.9,3.5,0,0.0,0
B100692,North-East,D06,Antibiotic,0.55,103.0,0.9,0,4.4,0
B100693,West,D21,Analgesic,0.78,100.9,1.5,0,2.5,0
B100694,North-East,D06,Cardiac,0.61,103.8,1.8,0,15.4,0
B100695,Central,D15,Cardiac,0.71,102.9,0.7,0,5.3,0
B100696,Central,D13,Vaccine,0.9,100.0,2.9,0,3.3,0
B100697,North,D10,Vaccine,0.87,102.6,2.5,0,12.1,0
B100698,West,D17,Cardiac,0.84,103.3,2.8,0,,0
B100699,North,D18,Analgesic,0.74,99.8,8.0,1,7.4,0
B100700,Central,D13,Antibiotic,0.89,99.5,0.7,0,0.0,0
B100701,North,D18,Antidiabetic,0.78,100.3,3.9,0,3.0,0
B100702,North-East,D24,Analgesic,0.28,94.7,,0,4.8,0
B100703,North,D10,Analgesic,0.89,100.6,0.1,0,18.2,0
B100704,North-East,D12,Antibiotic,0.72,101.6,0.6,0,7.0,0
B100705,North,D01,Vaccine,0.78,100.3,2.2,0,,0
B100706,East,D20,Vaccine,0.96,100.8,6.1,0,7.1,0
B100707,North-East,D12,Vaccine,0.65,,4.9,0,18.1,0
B100708,North,D10,Analgesic,0.82,95.6,3.6,0,0.0,0
B100709,West,D03,Analgesic,0.59,103.7,4.1,0,13.4,0
B100710,East,D22,Antidiabetic,0.85,99.2,1.6,0,10.7,0
B100711,North,D10,Antidiabetic,0.82,98.6,13.3,0,7.2,0
B100712,West,D17,Antibiotic,0.81,103.0,0.2,0,5.8,0
B100713,East,D04,Antibiotic,0.89,102.2,0.3,0,18.1,0
B100714,South,D23,Cardiac,0.73,100.6,1.6,0,13.0,0
B100715,East,D04,Antidiabetic,0.79,101.7,4.1,0,0.7,0
B100716,East,D05,Antidiabetic,0.62,97.5,0.6,0,8.2,0
B100717,West,D21,Antibiotic,0.85,99.8,25.0,0,16.7,0
B100718,East,D22,Vaccine,0.73,102.8,8.0,0,11.8,0
B100719,East,D05,Antibiotic,0.52,98.5,6.8,0,9.8,0
B100720,West,D11,Cardiac,0.82,97.8,3.8,0,0.0,1
B100721,North,D18,Analgesic,0.86,100.2,1.2,0,24.2,0
B100722,West,D21,Analgesic,0.74,100.2,3.6,0,,0
B100723,South,D09,Analgesic,0.34,101.4,1.7,0,20.5,0
B100724,North-East,D12,Vaccine,0.72,97.0,0.0,0,10.1,0
B100725,North,D18,Analgesic,0.79,94.4,1.5,0,7.9,0
B100726,North,D18,Antibiotic,0.73,102.0,1.0,0,3.5,0
B100727,North-East,D19,Analgesic,0.17,65.1,2.7,0,8.3,1
B100728,Central,D13,Cardiac,0.9,98.7,0.8,0,18.5,0
B100729,West,D03,Cardiac,0.6,95.2,0.8,0,15.3,0
B100730,East,D22,Vaccine,0.76,102.3,1.0,0,23.8,0
B100731,West,D21,Cardiac,1.0,100.8,0.4,0,,0
B100732,East,D20,Cardiac,0.93,100.7,11.0,0,3.7,0
B100733,West,D03,Antibiotic,0.65,93.3,2.0,0,9.8,0
B100734,East,D05,Antibiotic,0.46,95.5,2.5,1,13.6,0
B100735,North,D18,Analgesic,0.91,97.8,9.6,0,6.2,0
B100736,North,D01,Vaccine,0.75,99.0,0.4,0,7.7,0
B100737,North-East,D24,Antibiotic,0.37,98.4,0.2,0,9.5,0
B100738,South,D09,Antibiotic,0.26,99.4,0.1,0,11.5,0
B100739,North,D18,Antibiotic,0.88,100.5,1.7,0,8.9,0
B100740,East,D22,Analgesic,0.72,102.2,6.2,0,9.5,0
B100741,North,D10,Analgesic,0.85,96.7,2.5,0,12.5,0
B100742,Central,D08,Antibiotic,0.78,99.7,17.0,1,11.6,1
B100743,Central,D15,Cardiac,0.8,101.6,,0,4.5,0
B100744,Central,D14,Vaccine,0.48,98.0,1.2,0,0.0,0
B100745,North,D10,Vaccine,0.8,99.6,,0,0.7,0
B100746,Central,D15,Antibiotic,0.72,101.0,4.8,0,11.2,0
B100747,South,D23,Cardiac,0.7,100.0,,0,2.9,0
B100748,West,D11,Antidiabetic,0.62,101.5,,0,9.9,0
B100749,East,D05,Analgesic,0.57,100.2,1.0,0,7.6,0
B100750,South,D09,Antibiotic,0.22,99.3,0.4,0,8.5,0
B100751,North,D10,Vaccine,0.82,97.4,5.8,0,11.4,0
B100752,West,D03,Antibiotic,0.74,100.5,4.6,0,16.3,0
B100753,East,D04,Cardiac,0.93,100.2,4.9,0,7.9,0
B100754,West,D17,Antibiotic,0.81,97.8,0.2,0,0.7,0
B100755,Central,D08,Antidiabetic,0.87,101.3,18.4,0,10.2,1
B100756,South,D23,Analgesic,0.83,102.8,0.9,0,13.0,0
B100757,North-East,D06,Analgesic,0.61,98.5,1.2,0,0.0,0
B100758,West,D03,Cardiac,0.7,,5.7,0,2.9,0
B100759,North,D18,Antibiotic,0.73,98.3,3.7,0,8.2,0
B100760,West,D21,Cardiac,0.89,96.3,0.8,0,4.6,0
B100761,North,D07,Antibiotic,0.63,104.4,0.8,0,8.9,0
B100762,East,D05,Cardiac,0.49,99.0,5.0,0,3.6,0
B100763,East,D05,Analgesic,0.52,98.1,8.2,0,14.6,0
B100764,North-East,D12,Antibiotic,0.61,97.5,2.0,0,8.4,0
B100765,West,D11,Cardiac,0.73,99.1,,0,0.0,0
B100766,North-East,D06,Antibiotic,0.7,98.5,7.0,0,13.1,0
B100767,North,D01,Antibiotic,0.76,103.2,0.4,0,13.6,0
B100768,West,D11,Cardiac,0.71,97.3,2.4,0,7.7,0
B100769,South,D23,Analgesic,0.78,96.6,3.0,0,0.0,0
B100770,Central,D16,Antidiabetic,0.11,101.2,0.9,0,14.3,0
B100771,North-East,D12,Analgesic,0.7,99.8,5.5,0,0.8,0
B100772,West,D03,Analgesic,0.68,99.5,0.3,0,5.5,0
B100773,North-East,D06,Vaccine,0.48,101.2,1.4,0,4.0,0
